contigName	contigLen	totalAvgDepth	mapped_sorted_combined.bam	mapped_sorted_combined.bam-var
contig_10640	10287	1.52846	1.52846	1.42281
contig_10641	29584	0.0533057	0.0533057	0.0804159
contig_10642	18182	3.38809	3.38809	2.3106
contig_10643	51394	2.09988	2.09988	3.21704
contig_10644	56210	1.04133	1.04133	1.25025
contig_10645	37173	3.05337	3.05337	6.42161
contig_10646	22812	0.496073	0.496073	0.611574
contig_10649	10038	1.21319	1.21319	1.25287
contig_10650	20035	1.50445	1.50445	2.44891
contig_10651	13972	2.26161	2.26161	4.31049
contig_10652	10199	3.5918	3.5918	4.39267
contig_10653	200762	1.83757	1.83757	4.19017
contig_10655	7762	0.216369	0.216369	0.200886
contig_10656	12624	0.93282	0.93282	0.96195
contig_10657	11948	2.01161	2.01161	2.89446
contig_10658	24958	1.90652	1.90652	2.87151
contig_1066	132448	2.02353	2.02353	2.56889
contig_10660	48357	0.936379	0.936379	3.52664
contig_10661	11894	0.850136	0.850136	0.818049
contig_10662	9389	0.639896	0.639896	0.80138
contig_10663	9388	1.13358	1.13358	1.45019
contig_10664	7491	2.3287	2.3287	4.47284
contig_10665	19136	3.19393	3.19393	7.53674
contig_10666	12007	0.760057	0.760057	1.14707
contig_10667	11634	1.06409	1.06409	0.967522
contig_10668	11353	2.16951	2.16951	0.981478
contig_1067	172811	3.99219	3.99219	6.04565
contig_10670	13829	5.21983	5.21983	23.4942
contig_10672	24919	1.91308	1.91308	0.868228
contig_10673	10446	2.49874	2.49874	3.9171
contig_10674	10587	0.899684	0.899684	1.15317
contig_10675	28813	1.19534	1.19534	1.86312
contig_10676	34403	1.75421	1.75421	2.94151
contig_10677	7543	0.981334	0.981334	0.663065
contig_10678	17767	3.00999	3.00999	2.22591
contig_10679	7968	1.64774	1.64774	0.674392
contig_1068	8220	1.61574	1.61574	0.802969
contig_10680	24476	1.95252	1.95252	5.29931
contig_10681	7238	1.06927	1.06927	0.654029
contig_10682	55207	0.907768	0.907768	1.71665
contig_10683	33822	0.787984	0.787984	1.31432
contig_10684	17815	1.72262	1.72262	2.61903
contig_10686	14638	0.830135	0.830135	0.81014
contig_10687	39727	1.22134	1.22134	1.68778
contig_10688	8534	0.298783	0.298783	0.28327
contig_10689	10198	1.82554	1.82554	0.612073
contig_1069	6076	1.27641	1.27641	1.11307
contig_10690	7712	1.20444	1.20444	0.846715
contig_10691	15007	2.99879	2.99879	5.33724
contig_10692	21813	2.02973	2.02973	3.0799
contig_10694	5930	1.51713	1.51713	0.902795
contig_10696	7165	1.99872	1.99872	1.09768
contig_10697	10165	2.42396	2.42396	6.92612
contig_10698	8329	1.41081	1.41081	0.98748
contig_10699	10775	0.432659	0.432659	0.279376
contig_107	52459	44.2382	44.2382	1.71016e+06
contig_1070	65142	3.58412	3.58412	4.83723
contig_10701	13871	1.17921	1.17921	0.628818
contig_10703	31436	1.19856	1.19856	1.5984
contig_10704	7226	0.601894	0.601894	0.366011
contig_10705	12528	0.712151	0.712151	1.16217
contig_10706	15612	0.953111	0.953111	0.530858
contig_10707	13382	2.44498	2.44498	1.19742
contig_10708	9057	0.80476	0.80476	0.54092
contig_10709	22897	1.77083	1.77083	3.81241
contig_1071	8901	3.36842	3.36842	1.69789
contig_10711	6685	1.42877	1.42877	0.61167
contig_10714	18050	3.65978	3.65978	87.3626
contig_10715	10277	4.25091	4.25091	9.3786
contig_10716	49431	1.49502	1.49502	2.26117
contig_10719	10382	0.517983	0.517983	0.559622
contig_1072	21449	1.94911	1.94911	1.15815
contig_10720	8634	2.84748	2.84748	1.08201
contig_10721	6601	3.52162	3.52162	1.37047
contig_10722	14339	1.67151	1.67151	1.57504
contig_10723	9760	0.493548	0.493548	0.249973
contig_10724	7531	1.73012	1.73012	2.44395
contig_10727	201275	4.35262	4.35262	6.9306
contig_10728	14004	3.048	3.048	2.70727
contig_10729	6372	1.4955	1.4955	1.13894
contig_1073	5860	1.50525	1.50525	0.531691
contig_10730	13349	1.43155	1.43155	1.46849
contig_10732	18377	4.75394	4.75394	18.5946
contig_10733	46105	2.25366	2.25366	3.18892
contig_10734	7524	4.64321	4.64321	5.82072
contig_10735	6404	3.59242	3.59242	15.3228
contig_10736	22107	4.33679	4.33679	5.48288
contig_10737	15342	2.36848	2.36848	3.1846
contig_10738	10150	1.5302	1.5302	0.632777
contig_10739	9328	0.524188	0.524188	0.883531
contig_1074	7188	1.07616	1.07616	1.38971
contig_10740	47734	2.39931	2.39931	2.54777
contig_10741	10246	1.36381	1.36381	0.486648
contig_10743	12077	1.20693	1.20693	1.24094
contig_10744	10556	0.259946	0.259946	0.192429
contig_10745	8181	1.08816	1.08816	0.999722
contig_10746	5031	1.42778	1.42778	0.622293
contig_10747	7427	0.816545	0.816545	0.477751
contig_10748	14251	2.51862	2.51862	5.08974
contig_10749	106427	1.36929	1.36929	3.0194
contig_1075	34039	0.726076	0.726076	1.51237
contig_10750	13310	2.90897	2.90897	3.68116
contig_10751	8570	1.83634	1.83634	2.23674
contig_10752	8097	0.696112	0.696112	0.950512
contig_10755	7413	1.69985	1.69985	2.65458
contig_10756	61556	1.66591	1.66591	3.57991
contig_10757	9096	0.923318	0.923318	0.45314
contig_10758	10081	1.10573	1.10573	1.11272
contig_10759	8323	0.861373	0.861373	1.16674
contig_10761	73241	2.34862	2.34862	6.10743
contig_10762	9002	1.31733	1.31733	1.00182
contig_10763	11953	1.13903	1.13903	1.09457
contig_10764	83173	2.53127	2.53127	3.55249
contig_10765	44240	2.2474	2.2474	2.1228
contig_10766	6931	1.07388	1.07388	0.991166
contig_10767	9156	1.19676	1.19676	1.0329
contig_10768	42713	1.51655	1.51655	2.52055
contig_10769	11560	1.18168	1.18168	1.51788
contig_1077	34372	1.16276	1.16276	2.37809
contig_10770	5989	1.22418	1.22418	1.38153
contig_10771	23918	3.84925	3.84925	72.8766
contig_10772	7594	0.669801	0.669801	0.601436
contig_10773	21250	2.72028	2.72028	2.725
contig_10774	10315	2.16891	2.16891	1.15313
contig_10775	11635	0.7064	0.7064	0.739114
contig_10776	10623	0.473503	0.473503	0.434544
contig_10778	11428	0.37684	0.37684	0.40425
contig_10779	58901	2.12922	2.12922	3.18063
contig_1078	14131	1.48473	1.48473	1.32657
contig_10780	17875	0.505388	0.505388	0.336848
contig_10781	14913	3.17076	3.17076	7.07724
contig_10782	16883	1.61543	1.61543	0.67919
contig_10783	59811	2.53123	2.53123	2.45838
contig_10785	51587	1.20052	1.20052	1.80857
contig_10786	9561	1.53193	1.53193	0.831535
contig_10787	10975	0.516212	0.516212	0.273553
contig_10788	7280	0.444881	0.444881	0.409457
contig_10789	10441	1.30522	1.30522	1.18239
contig_1079	20317	1.8018	1.8018	2.13387
contig_10790	20876	1.79171	1.79171	1.79315
contig_10791	12508	0.808545	0.808545	0.636334
contig_10792	11942	1.16698	1.16698	1.05906
contig_10793	39660	4.74649	4.74649	13.2161
contig_10794	27533	1.12632	1.12632	0.656893
contig_10795	7565	0.712205	0.712205	0.848145
contig_10796	75454	1.10438	1.10438	1.28771
contig_10797	22845	6.79894	6.79894	267.197
contig_10798	21464	0.30928	0.30928	0.364654
contig_10799	5727	0	0	0
contig_108	32083	1.08643	1.08643	1.25099
contig_1080	24947	0.963302	0.963302	3.27346
contig_10800	7250	2.02789	2.02789	0.530277
contig_10801	12866	0.325653	0.325653	0.289608
contig_10802	9575	0.479257	0.479257	0.443799
contig_10803	12165	1.47649	1.47649	2.4511
contig_10805	8096	1.31701	1.31701	1.34563
contig_10806	122523	0.891806	0.891806	1.24726
contig_10808	5899	0.721865	0.721865	0.67298
contig_10809	32176	1.55386	1.55386	2.0865
contig_1081	21390	1.17373	1.17373	1.2917
contig_10810	8952	0.113156	0.113156	0.100375
contig_10811	5192	0.602142	0.602142	0.631589
contig_10812	72734	2.16938	2.16938	7.02664
contig_10814	74060	2.45102	2.45102	4.26942
contig_10815	134324	1.54853	1.54853	1.97735
contig_10816	6105	0.999496	0.999496	0.168124
contig_10817	65359	1.43235	1.43235	1.44835
contig_10819	17480	0.651356	0.651356	0.725674
contig_1082	10958	0.70966	0.70966	1.20444
contig_10820	5211	4.82336	4.82336	1.53039
contig_10822	16685	2.00417	2.00417	2.33024
contig_10823	14570	0.676283	0.676283	0.731351
contig_10824	7554	1.0882	1.0882	1.026
contig_10827	141100	22.4425	22.4425	115.278
contig_10828	11912	0.576688	0.576688	0.654289
contig_10829	10953	1.91808	1.91808	1.02373
contig_10831	26406	3.44687	3.44687	4.83661
contig_10832	50337	3.06348	3.06348	7.81398
contig_10833	25972	1.55879	1.55879	1.46192
contig_10836	16292	0.776174	0.776174	0.641149
contig_10837	12457	1.14504	1.14504	2.25408
contig_10838	12446	2.40834	2.40834	1.78268
contig_10840	393416	3.72694	3.72694	6.73719
contig_10841	9501	1.60304	1.60304	0.455477
contig_10842	33916	1.08446	1.08446	1.53401
contig_10843	49680	2.14409	2.14409	2.51273
contig_10844	24802	2.62027	2.62027	20.0424
contig_10845	8855	1.00873	1.00873	0.943398
contig_10846	13535	3.09548	3.09548	8.89357
contig_10848	5322	1.58894	1.58894	1.61558
contig_10849	18070	1.1418	1.1418	0.751242
contig_1085	48111	6.69125	6.69125	22.2318
contig_10850	16964	1.81492	1.81492	3.07152
contig_10851	16474	0.440762	0.440762	0.773562
contig_10853	150589	14.5202	14.5202	63.8534
contig_10854	38847	7.12159	7.12159	11.0141
contig_10855	20653	2.25367	2.25367	2.50838
contig_10856	5996	0.386931	0.386931	0.514364
contig_10857	170111	1987.94	1987.94	3.09146e+08
contig_10858	9868	0.86417	0.86417	1.25085
contig_10859	6122	1.19993	1.19993	0.786723
contig_1086	11813	5.65986	5.65986	4.965
contig_10860	8634	1.06518	1.06518	0.698724
contig_10861	23815	0.951659	0.951659	1.29866
contig_10862	32251	4.27968	4.27968	11.5183
contig_10863	10673	0.866863	0.866863	0.789091
contig_10864	6919	0.664648	0.664648	0.662353
contig_10865	11308	1.06713	1.06713	0.218575
contig_10866	82997	2.46155	2.46155	3.50832
contig_10867	9322	1.33897	1.33897	1.84703
contig_10868	8279	0.914381	0.914381	0.731319
contig_10870	9376	2.29168	2.29168	4.70203
contig_10871	10528	1.07632	1.07632	0.480842
contig_10873	16619	0.15599	0.15599	0.131658
contig_10874	36921	0.534932	0.534932	0.699563
contig_10875	36353	2.35735	2.35735	1.82698
contig_10876	12258	3.65403	3.65403	11.5634
contig_10877	44100	3.12937	3.12937	4.77693
contig_10878	32272	2.15335	2.15335	1.98166
contig_10879	8835	0.85285	0.85285	1.44222
contig_1088	21976	2.48167	2.48167	3.29201
contig_10880	39642	0.775018	0.775018	2.03076
contig_10881	8787	0.881093	0.881093	1.07608
contig_10882	426699	4.47437	4.47437	6.25597
contig_10883	6203	0.31439	0.31439	0.326307
contig_10884	47239	2.20251	2.20251	4.30555
contig_10888	19932	0.223435	0.223435	0.277323
contig_1089	16125	0.727887	0.727887	1.06127
contig_10890	254193	3.38351	3.38351	4.51258
contig_10891	13263	0.327156	0.327156	0.562194
contig_10892	16278	1.79613	1.79613	2.764
contig_10893	25126	0.500641	0.500641	0.610166
contig_10894	22230	1.97228	1.97228	1.4861
contig_10895	53338	3.21319	3.21319	4.65885
contig_10899	18137	1.7452	1.7452	1.9388
contig_109	20665	1.42608	1.42608	1.51182
contig_1090	7553	0.965419	0.965419	0.532729
contig_10900	29165	5.94958	5.94958	15.7593
contig_10908	8279	0.131751	0.131751	0.21702
contig_10910	6235	0.315694	0.315694	0.267334
contig_10911	5372	3.54155	3.54155	8.70011
contig_10912	23892	0.217547	0.217547	0.331838
contig_10914	24528	0.228649	0.228649	0.203763
contig_10916	13152	2.23942	2.23942	2.61042
contig_10917	5421	0.983684	0.983684	0.579625
contig_10918	5987	0.487922	0.487922	0.711516
contig_10919	6280	0.662806	0.662806	0.384745
contig_10921	11203	5.00063	5.00063	61.1808
contig_10925	42243	1.17955	1.17955	1.99873
contig_10926	11166	2.67202	2.67202	1.48751
contig_10927	11533	1.55275	1.55275	0.762707
contig_10928	7752	5.54025	5.54025	20.8763
contig_10929	32849	1.57017	1.57017	3.68633
contig_1093	24682	1.35423	1.35423	4.61827
contig_10930	10792	0.482146	0.482146	0.482565
contig_10931	17164	0.779123	0.779123	1.27165
contig_10932	11140	1.55278	1.55278	1.72282
contig_10933	9113	2.35702	2.35702	0.85866
contig_10934	8246	1.18318	1.18318	0.391753
contig_10935	6278	0.809399	0.809399	0.80319
contig_10936	8880	1.73058	1.73058	0.811843
contig_10937	8378	2.14706	2.14706	0.65154
contig_10938	11537	1.55994	1.55994	1.08697
contig_10939	7237	1.13405	1.13405	1.85927
contig_1094	8021	0.132131	0.132131	0.114684
contig_10940	12128	0.205961	0.205961	0.360948
contig_10941	25445	3.01866	3.01866	5.79535
contig_10942	6598	1.279	1.279	0.361579
contig_10943	15362	1.99113	1.99113	6.08787
contig_10944	5375	1.78833	1.78833	0.567401
contig_10945	22882	1.33495	1.33495	1.69938
contig_10946	9088	0.894495	0.894495	1.09822
contig_10947	48974	1.16648	1.16648	2.49214
contig_10948	10000	0	0	0
contig_1095	6312	1.90279	1.90279	0.905483
contig_10950	9553	2.79794	2.79794	3.47491
contig_10951	10413	0.130761	0.130761	0.113675
contig_10952	32210	0.869807	0.869807	1.21032
contig_10953	19816	1.88315	1.88315	2.63528
contig_10954	6202	1.31758	1.31758	0.816299
contig_10955	12743	0.515763	0.515763	0.824318
contig_10957	16274	0.867031	0.867031	0.533851
contig_10959	8463	0.950559	0.950559	0.757782
contig_1096	7128	2.88435	2.88435	3.29058
contig_10960	23873	2.64494	2.64494	6.21891
contig_10961	39376	1.69329	1.69329	1.84822
contig_10964	10071	1.33999	1.33999	0.437529
contig_10965	9161	1.34358	1.34358	1.12656
contig_10966	6697	0	0	0
contig_10967	38628	1.91764	1.91764	1.78513
contig_10968	40093	2.61803	2.61803	5.05611
contig_10969	10075	1.92766	1.92766	1.31317
contig_1097	51416	2.32743	2.32743	1.88502
contig_10970	41058	1.53877	1.53877	2.52026
contig_10971	20030	1.63974	1.63974	2.09421
contig_10972	7135	0.071582	0.071582	0.066468
contig_10973	12233	0.492593	0.492593	0.90111
contig_10974	9322	0.77464	0.77464	0.378718
contig_10976	7672	1.11779	1.11779	0.547764
contig_10977	14866	0.609541	0.609541	0.483614
contig_10979	11034	1.88074	1.88074	1.31541
contig_1098	9480	2.25498	2.25498	0.770073
contig_10980	9363	2.64474	2.64474	1.52193
contig_10981	6270	2.91634	2.91634	3.35857
contig_10982	6614	0.446318	0.446318	0.494724
contig_10983	10750	1.61962	1.61962	1.32645
contig_10984	11719	1.04996	1.04996	0.781965
contig_10985	93004	1.58645	1.58645	3.58975
contig_10986	25605	1.41245	1.41245	1.54251
contig_10987	6873	0.434181	0.434181	0.245711
contig_10988	54118	1.31213	1.31213	2.74855
contig_10989	6717	1.11025	1.11025	0.494419
contig_10990	8863	0.977964	0.977964	0.798638
contig_10991	60517	2.69298	2.69298	3.92149
contig_10992	17719	6.70977	6.70977	2.94049
contig_10994	50976	1.13239	1.13239	3.27657
contig_10995	7372	1.88632	1.88632	0.100783
contig_10997	41873	1.88311	1.88311	1.56814
contig_10998	10221	3.69685	3.69685	33.2917
contig_10999	20803	2.27396	2.27396	2.07113
contig_110	14394	2.02303	2.02303	5.0868
contig_1100	67378	1.40662	1.40662	2.75514
contig_11000	6822	0.74955	0.74955	0.77957
contig_11003	203687	3.65763	3.65763	5.47182
contig_11005	14271	2.86262	2.86262	2.56961
contig_11006	14409	2.251	2.251	1.23625
contig_11007	10812	0.388107	0.388107	1.4661
contig_11008	11855	2.96267	2.96267	3.47717
contig_11009	5554	0.328275	0.328275	0.527708
contig_1101	10937	0.847316	0.847316	0.943043
contig_11010	9118	0.388827	0.388827	0.388882
contig_11011	5525	1.38679	1.38679	1.49848
contig_11012	12178	2.0143	2.0143	1.46344
contig_11013	5285	0.097371	0.097371	0.0879066
contig_11014	22286	2.75547	2.75547	2.04624
contig_11015	18151	2.31837	2.31837	4.64627
contig_11016	58715	2.46033	2.46033	3.55035
contig_11017	18538	0.31265	0.31265	0.600562
contig_11018	7467	1.42107	1.42107	1.52019
contig_11019	34694	1.55772	1.55772	1.75946
contig_1102	308202	8.10802	8.10802	20.6991
contig_11020	28820	1.92707	1.92707	5.41614
contig_11021	15559	2.1773	2.1773	1.48274
contig_11022	5851	0.35064	0.35064	0.508481
contig_11023	11074	1.31362	1.31362	0.857327
contig_11025	5032	2.08746	2.08746	0.330201
contig_11026	23903	1.48537	1.48537	1.58288
contig_11028	18238	0.36831	0.36831	0.605047
contig_11029	13421	2.58036	2.58036	4.29259
contig_1103	6013	0.499915	0.499915	0.508996
contig_11030	13154	1.92341	1.92341	1.24183
contig_11031	9237	1.99472	1.99472	2.46142
contig_11032	10673	0.954006	0.954006	0.796392
contig_11033	10914	0.403846	0.403846	0.46322
contig_11034	8518	1.36424	1.36424	1.14045
contig_11035	7263	0.00435822	0.00435822	0.00433983
contig_11036	12204	4.35333	4.35333	71.0106
contig_11038	8975	0.489972	0.489972	0.249921
contig_11039	18441	1.19048	1.19048	2.15032
contig_1104	29581	1.45921	1.45921	2.17437
contig_11040	38024	2.38612	2.38612	4.67863
contig_11041	7158	0.422945	0.422945	0.244106
contig_11042	7237	0.613377	0.613377	0.547909
contig_11043	16404	0.675218	0.675218	0.641937
contig_11045	11875	0.171514	0.171514	0.227571
contig_11046	6321	1.16885	1.16885	0.370522
contig_11047	6546	0.0780175	0.0780175	0.071939
contig_11048	9248	0.776215	0.776215	0.323447
contig_11049	70202	7.04884	7.04884	29.7432
contig_1105	55503	6.11302	6.11302	19.7829
contig_11050	52084	1.24643	1.24643	2.26079
contig_11051	37132	0.638851	0.638851	0.881962
contig_11052	26011	0.0970573	0.0970573	0.186372
contig_11054	39015	1.97934	1.97934	3.04645
contig_11055	6844	1.43651	1.43651	0.566622
contig_11056	13351	0.641391	0.641391	0.56533
contig_11057	11319	0.0380518	0.0380518	0.0366071
contig_11058	12036	1.54636	1.54636	1.1902
contig_11059	14943	0.564591	0.564591	0.533475
contig_1106	200034	4.58448	4.58448	32.4054
contig_11060	17186	1.8455	1.8455	1.96237
contig_11061	8234	0.557026	0.557026	0.607051
contig_11062	16557	1.63174	1.63174	1.3526
contig_11063	144355	2.04382	2.04382	3.78926
contig_11064	14631	1.25813	1.25813	0.802195
contig_11065	12530	0.445961	0.445961	0.41107
contig_11068	9318	1.53054	1.53054	0.586178
contig_11069	6044	1.22243	1.22243	0.293786
contig_1107	8467	0.176145	0.176145	0.230036
contig_11070	17494	0.102744	0.102744	0.192493
contig_11071	11669	1.12822	1.12822	0.771785
contig_11072	8295	0.847637	0.847637	1.27457
contig_11074	20162	1.62058	1.62058	3.50086
contig_11075	109920	2.421	2.421	2.20512
contig_11076	8435	1.12106	1.12106	0.747646
contig_11077	13105	1.43697	1.43697	1.31872
contig_11078	44426	1.94491	1.94491	1.87991
contig_11079	7227	0.86661	0.86661	1.28793
contig_11081	12604	0.980729	0.980729	0.706838
contig_11082	21907	0.677805	0.677805	0.484959
contig_11083	8859	2.04983	2.04983	0.59166
contig_11084	24995	0.778305	0.778305	1.69344
contig_11085	9605	3.20021	3.20021	6.10123
contig_11086	40641	2.78929	2.78929	6.45659
contig_11087	14112	2.23428	2.23428	2.0652
contig_11088	7069	1.08657	1.08657	1.84353
contig_11089	20862	0.949546	0.949546	1.04755
contig_11090	8252	1.28376	1.28376	1.30853
contig_11091	7575	1.88283	1.88283	1.83697
contig_11092	17265	2.14987	2.14987	1.68627
contig_11093	5927	1.72754	1.72754	1.00711
contig_11094	19526	0.877993	0.877993	2.18173
contig_11096	40813	3.51654	3.51654	8.51684
contig_11097	6091	2.09409	2.09409	0.83811
contig_11098	12955	3.34651	3.34651	4.25808
contig_11099	6399	5.53465	5.53465	6.68342
contig_111	9446	10.5196	10.5196	3867.16
contig_1110	16555	1.91807	1.91807	3.57582
contig_11100	51485	3.66637	3.66637	6.15885
contig_11101	7065	1.46262	1.46262	0.741544
contig_11102	9995	1.89162	1.89162	2.41478
contig_11103	9179	0.995681	0.995681	0.994118
contig_11104	7331	2.03078	2.03078	1.93933
contig_11106	23368	2.00681	2.00681	1.17051
contig_11107	6056	2.09363	2.09363	0.726039
contig_11108	9343	1.95497	1.95497	0.352798
contig_11109	17267	0.523106	0.523106	0.91022
contig_1111	11287	2.98896	2.98896	4.42262
contig_11110	8636	0.392411	0.392411	0.540348
contig_11112	79012	3.7284	3.7284	7.20627
contig_11113	8076	1.07747	1.07747	1.17988
contig_11114	17087	5.8805	5.8805	3.88919
contig_11116	12917	1.44286	1.44286	0.55008
contig_11117	18130	1.02714	1.02714	1.10719
contig_11119	7977	0.811678	0.811678	0.990794
contig_11120	10794	0.540023	0.540023	0.342925
contig_11121	6739	2.45166	2.45166	0.498156
contig_11122	61976	2.10403	2.10403	3.52933
contig_11123	5838	1.24139	1.24139	0.37303
contig_11124	10311	2.23974	2.23974	0.406475
contig_11125	5572	0.600885	0.600885	0.88439
contig_11127	5621	0.556023	0.556023	0.564964
contig_11128	7218	0.776882	0.776882	0.817484
contig_11129	31894	2.97924	2.97924	4.17048
contig_1113	92364	4.16658	4.16658	12.9279
contig_11130	112861	2.51717	2.51717	5.44389
contig_11132	18897	3.70907	3.70907	6.26321
contig_11133	8429	3.21452	3.21452	2.22763
contig_11134	7831	1.49772	1.49772	1.90315
contig_11135	7409	0.409698	0.409698	0.332818
contig_11136	15333	1.02826	1.02826	1.37645
contig_11137	6234	0.392834	0.392834	0.428587
contig_11138	5069	1.55906	1.55906	1.46045
contig_1114	12795	2.00989	2.00989	1.74388
contig_11140	69206	1.12693	1.12693	2.03933
contig_11141	9578	0.975923	0.975923	1.27751
contig_11142	33725	1.18984	1.18984	2.62791
contig_11143	12154	1.39504	1.39504	2.10173
contig_11144	17676	0.94608	0.94608	0.653566
contig_11145	51266	1.38726	1.38726	1.9731
